generation,best_fitness,mean_fitness,std_fitness
0,0.08498849719762802,0.016155825927853584,0.014139879494905472
1,0.09240493923425674,0.03238486126065254,0.016814440488815308
2,0.09146951884031296,0.03281658887863159,0.0181114599108696
3,0.09145791083574295,0.036291345953941345,0.023049024865031242
4,0.10417795181274414,0.04111623018980026,0.02688252367079258
5,0.09421033412218094,0.043008819222450256,0.029644250869750977
6,0.10902323573827744,0.04923656955361366,0.030649641528725624
7,0.10969105362892151,0.05009208619594574,0.03080299310386181
8,0.11230042576789856,0.04698542132973671,0.0304767657071352
9,0.12955346703529358,0.04696492478251457,0.03599971532821655
10,0.13285869359970093,0.05471068620681763,0.03576717898249626
11,0.12064841389656067,0.05734473466873169,0.035963088274002075
12,0.11930932849645615,0.05615972355008125,0.03777031973004341
13,0.12457500398159027,0.053045373409986496,0.04005611687898636
14,0.1243952140212059,0.047463931143283844,0.03917713463306427
15,0.12273043394088745,0.05204451084136963,0.037880804389715195
16,0.13937240839004517,0.05952993407845497,0.04244013875722885
17,0.14208337664604187,0.06986391544342041,0.044538140296936035
18,0.14431041479110718,0.06963182985782623,0.04766037315130234
19,0.1415984332561493,0.06120610609650612,0.04278705269098282
20,0.1498192548751831,0.06524889916181564,0.04564812779426575
21,0.14149893820285797,0.07111365348100662,0.04246931150555611
22,0.14087754487991333,0.07015977054834366,0.043076060712337494
23,0.13547353446483612,0.0665455088019371,0.04126780852675438
24,0.12335585057735443,0.06024159863591194,0.03916644677519798
25,0.14924806356430054,0.07577300071716309,0.041297681629657745
26,0.14806698262691498,0.06875323504209518,0.0419636070728302
27,0.14236976206302643,0.06444212794303894,0.04199914261698723
28,0.14738766849040985,0.06801654398441315,0.037182822823524475
29,0.1333443522453308,0.05926423519849777,0.04358528181910515
30,0.13809728622436523,0.05665485933423042,0.0399654246866703
31,0.12989374995231628,0.06374885886907578,0.039961740374565125
32,0.13850289583206177,0.056110236793756485,0.03732366859912872
33,0.13921767473220825,0.0587591677904129,0.04389778524637222
34,0.1460816115140915,0.06758924573659897,0.04758681356906891
35,0.1400660276412964,0.06083725020289421,0.04354006424546242
36,0.13661955296993256,0.06218938156962395,0.040754180401563644
37,0.13191600143909454,0.06390450894832611,0.03776942193508148
38,0.13475550711154938,0.05863035097718239,0.039663925766944885
39,0.12114746868610382,0.05425242707133293,0.032326389104127884
