generation,genome_id,fitness,diversity,agreement,num_nodes,num_connections
0,1,0.005217075347900391,0.005217075347900391,0.953125,1,4
0,2,0.01266634464263916,0.01266634464263916,0.890625,1,4
0,3,0.03909492492675781,0.03909492492675781,0.76953125,1,4
0,4,0.013444840908050537,0.013444840908050537,0.87109375,1,4
0,5,0.014705777168273926,0.014705777168273926,0.89453125,1,4
0,6,0.025418639183044434,0.025418639183044434,0.82421875,1,4
0,7,0.0332147479057312,0.0332147479057312,0.8046875,1,4
0,8,0.004514455795288086,0.004514455795288086,0.96875,1,4
0,9,0.010941863059997559,0.010941863059997559,0.921875,1,4
0,10,0.022430777549743652,0.022430777549743652,0.828125,1,4
0,11,0.004151701927185059,0.004151701927185059,0.95703125,1,4
0,12,0.0006354451179504395,0.0006354451179504395,0.9921875,1,4
0,13,0.02902156114578247,0.02902156114578247,0.79296875,1,4
0,14,0.017195463180541992,0.017195463180541992,0.859375,1,4
0,15,0.02886831760406494,0.02886831760406494,0.81640625,1,4
0,16,0.006796598434448242,0.006796598434448242,0.9375,1,4
0,17,0.009949028491973877,0.009949028491973877,0.9140625,1,4
0,18,0.003839731216430664,0.003839731216430664,0.9609375,1,4
0,19,0.03507280349731445,0.03507280349731445,0.8125,1,4
0,20,0.01767754554748535,0.01767754554748535,0.85546875,1,4
0,21,0.00039136409759521484,0.00039136409759521484,0.9921875,1,4
0,22,0.02335178852081299,0.02335178852081299,0.83203125,1,4
0,23,0.03654325008392334,0.03654325008392334,0.73046875,1,4
0,24,0.029541015625,0.029541015625,0.79296875,1,4
0,25,0.0046759843826293945,0.0046759843826293945,0.9609375,1,4
0,26,0.012627840042114258,0.012627840042114258,0.890625,1,4
0,27,0.011006057262420654,0.011006057262420654,0.91796875,1,4
0,28,0.0,0.25357019901275635,0.14453125,1,4
0,29,0.00950843095779419,0.00950843095779419,0.92578125,1,4
0,30,0.032427191734313965,0.032427191734313965,0.83203125,1,4
0,31,0.017989516258239746,0.017989516258239746,0.87890625,1,4
0,32,0.010033249855041504,0.010033249855041504,0.9375,1,4
0,33,0.011720597743988037,0.011720597743988037,0.921875,1,4
0,34,0.017474055290222168,0.017474055290222168,0.87109375,1,4
0,35,0.002599954605102539,0.002599954605102539,0.98046875,1,4
0,36,0.012368917465209961,0.012368917465209961,0.89453125,1,4
0,37,0.002692103385925293,0.002692103385925293,0.97265625,1,4
0,38,0.0034693479537963867,0.0034693479537963867,0.96875,1,4
0,39,0.00709843635559082,0.00709843635559082,0.93359375,1,4
0,40,0.08498849952593447,0.10717761516571045,0.6171875,1,4
0,41,0.008005976676940918,0.008005976676940918,0.921875,1,4
0,42,0.005313277244567871,0.005313277244567871,0.94140625,1,4
0,43,0.04477119445800781,0.04477119445800781,0.7578125,1,4
0,44,0.03787076473236084,0.03787076473236084,0.7578125,1,4
0,45,0.0006507635116577148,0.0006507635116577148,0.9921875,1,4
0,46,0.04000210762023926,0.04000210762023926,0.75,1,4
0,47,0.011212825775146484,0.011212825775146484,0.88671875,1,4
0,48,0.007829427719116211,0.007829427719116211,0.9296875,1,4
0,49,0.011848270893096924,0.011848270893096924,0.9140625,1,4
0,50,0.012664198875427246,0.012664198875427246,0.890625,1,4
0,51,0.006909787654876709,0.006909787654876709,0.9453125,1,4
0,52,0.019181430339813232,0.019181430339813232,0.859375,1,4
0,53,0.036121487617492676,0.036121487617492676,0.82421875,1,4
0,54,0.03951144218444824,0.03951144218444824,0.78125,1,4
0,55,0.04000210762023926,0.04000210762023926,0.75,1,4
0,56,0.006997227668762207,0.006997227668762207,0.94921875,1,4
0,57,0.0026128292083740234,0.0026128292083740234,0.96875,1,4
0,58,0.015720725059509277,0.015720725059509277,0.88671875,1,4
0,59,0.013254344463348389,0.013254344463348389,0.88671875,1,4
0,60,0.03009212017059326,0.03009212017059326,0.828125,1,4
0,61,0.016574501991271973,0.016574501991271973,0.859375,1,4
0,62,0.012664496898651123,0.012664496898651123,0.8984375,1,4
0,63,0.0075547099113464355,0.0075547099113464355,0.9453125,1,4
0,64,0.0026580095291137695,0.0026580095291137695,0.96875,1,4
