generation,best_fitness,mean_fitness,std_fitness
0,0.08699361234903336,0.01598198525607586,0.016352752223610878
1,0.08811916410923004,0.03766998276114464,0.019894534721970558
2,0.0956428125500679,0.035050973296165466,0.022284118458628654
3,0.09532512724399567,0.03270150348544121,0.02301398105919361
4,0.10949211567640305,0.03512278199195862,0.026767175644636154
5,0.09973710775375366,0.0339728482067585,0.028638001531362534
6,0.11468532681465149,0.04302019253373146,0.032512906938791275
7,0.11756375432014465,0.055843252688646317,0.03619156405329704
8,0.11742918193340302,0.04846460744738579,0.03331763669848442
9,0.12497494369745255,0.04803483188152313,0.03604774549603462
10,0.12014152109622955,0.048213932663202286,0.03512953594326973
11,0.12233740836381912,0.04773259907960892,0.035987917333841324
12,0.11976837366819382,0.05409708619117737,0.03858048841357231
13,0.12861022353172302,0.05694703385233879,0.03902820497751236
14,0.13055993616580963,0.061324261128902435,0.044359151273965836
15,0.11521012336015701,0.0551624558866024,0.03872489556670189
16,0.14039397239685059,0.0610261969268322,0.04037844389677048
17,0.13334926962852478,0.058568280190229416,0.0415906123816967
18,0.1331719160079956,0.06185746565461159,0.044020771980285645
19,0.12395483255386353,0.05934213101863861,0.03564000129699707
20,0.14774125814437866,0.06574166566133499,0.04697085916996002
21,0.14971062541007996,0.06734249740839005,0.045892227441072464
22,0.14028465747833252,0.0641147717833519,0.04274139925837517
23,0.14448803663253784,0.07018611580133438,0.042855262756347656
24,0.12466646730899811,0.05709192901849747,0.039386726915836334
25,0.16091704368591309,0.08167434483766556,0.054595429450273514
26,0.13661019504070282,0.06712961196899414,0.047968484461307526
27,0.14129261672496796,0.06941372156143188,0.048940032720565796
28,0.15317629277706146,0.06960590183734894,0.04868398979306221
29,0.12920118868350983,0.07085469365119934,0.0411992073059082
30,0.12558436393737793,0.06742310523986816,0.039809949696063995
31,0.12920914590358734,0.0681895911693573,0.04295991733670235
32,0.1301715224981308,0.06539112329483032,0.042105939239263535
33,0.1374230533838272,0.07627616822719574,0.046703822910785675
34,0.13873283565044403,0.07315900176763535,0.04861428216099739
35,0.1376502811908722,0.0740535631775856,0.045374926179647446
36,0.13607004284858704,0.07425177842378616,0.04667128995060921
37,0.13379144668579102,0.06497550755739212,0.04471857100725174
38,0.14366266131401062,0.07207296043634415,0.04642852023243904
39,0.1288781613111496,0.07052260637283325,0.03976593166589737
