epoch,val_accuracy
0,10.266666666666667
1,62.13333333333333
2,76.51666666666667
3,81.63333333333334
4,83.91666666666667
5,85.93333333333334
6,86.16666666666667
7,86.88333333333334
8,86.65
9,87.28333333333333
10,88.18333333333334
11,88.13333333333334
12,88.4
13,88.65
14,88.6
15,88.85
16,88.81666666666666
17,88.81666666666666
18,88.88333333333334
19,88.8
20,88.83333333333333
21,88.96666666666667
22,88.98333333333333
23,88.96666666666667
24,89.15
25,88.93333333333334
26,89.0
27,89.03333333333333
28,89.03333333333333
29,89.08333333333333
