epoch,val_accuracy
0,23.35
1,71.11666666666666
2,78.25
3,79.7
4,82.8
5,84.55
6,85.51666666666667
7,86.41666666666667
8,86.73333333333333
9,86.96666666666667
10,86.75
11,87.45
12,87.36666666666666
13,87.6
14,87.78333333333333
15,87.91666666666667
16,87.45
17,87.83333333333333
18,87.76666666666667
19,87.73333333333333
20,87.85
21,87.81666666666666
22,87.85
23,87.55
24,88.03333333333333
25,88.01666666666667
26,88.03333333333333
27,88.11666666666666
28,87.96666666666667
29,87.95
