seed,mode,test_accuracy,run_dir,teacher_ckpt
0,student_only,12.8205,results/students/fashionmnist_lenet_student_only_0_1785385639,/mmfs1/project/ahoover/an57/CPPN-Assisted-Feature-Distillation/results/teachers/fashionmnist_lenet_teacher_0_1785385599/checkpoint.pt
0,kd,12.8205,results/students/fashionmnist_lenet_kd_0_1785385647,/mmfs1/project/ahoover/an57/CPPN-Assisted-Feature-Distillation/results/teachers/fashionmnist_lenet_teacher_0_1785385599/checkpoint.pt
0,kd_random_cppn,12.8205,results/students/fashionmnist_lenet_kd_random_cppn_0_1785385657,/mmfs1/project/ahoover/an57/CPPN-Assisted-Feature-Distillation/results/teachers/fashionmnist_lenet_teacher_0_1785385599/checkpoint.pt
0,kd_trained_cppn,12.8205,results/students/fashionmnist_lenet_kd_trained_cppn_0_1785385666,/mmfs1/project/ahoover/an57/CPPN-Assisted-Feature-Distillation/results/teachers/fashionmnist_lenet_teacher_0_1785385599/checkpoint.pt
0,kd_evolved_cppn,12.8205,results/students/fashionmnist_lenet_kd_evolved_cppn_0_1785385676,/mmfs1/project/ahoover/an57/CPPN-Assisted-Feature-Distillation/results/teachers/fashionmnist_lenet_teacher_0_1785385599/checkpoint.pt
