epoch,val_accuracy
0,9.933333333333334
1,44.35
2,74.05
3,80.56666666666666
4,83.03333333333333
5,84.95
6,86.0
7,86.68333333333334
8,86.8
9,87.9
10,87.63333333333334
11,87.98333333333333
12,88.33333333333333
13,88.46666666666667
14,88.43333333333334
15,88.85
16,88.46666666666667
17,88.76666666666667
18,88.98333333333333
19,88.63333333333334
20,89.13333333333334
21,88.81666666666666
22,89.01666666666667
23,89.25
24,89.1
25,89.21666666666667
26,88.98333333333333
27,89.23333333333333
28,89.23333333333333
29,89.28333333333333
