epoch,val_accuracy
0,47.28333333333333
1,74.93333333333334
2,80.43333333333334
3,83.36666666666666
4,84.38333333333334
5,85.86666666666666
6,85.88333333333334
7,86.56666666666666
8,86.48333333333333
9,87.3
10,87.13333333333334
11,87.83333333333333
12,87.73333333333333
13,87.81666666666666
14,87.35
15,87.88333333333334
16,87.71666666666667
17,87.33333333333333
18,87.73333333333333
19,87.65
20,88.08333333333333
21,88.03333333333333
22,87.71666666666667
23,88.08333333333333
24,88.15
25,88.16666666666667
26,88.15
27,88.21666666666667
28,88.2
29,88.06666666666666
